date;NORTH;YORKSHSIDE;NORTHWEST;EASTMIDS;WESTMIDS;EASTANGLIA;OUTERSEAST;OUTERMET;LONDON;SOUTHWEST;WALES;SCOTLAND;NIRELAND;UK;UKrec
"155;248,5073651;271,932165;259,494782;307,6964222;280,7088273;326,5952198;360,9152843;356,9571233;446,3068692;342,1797916;269,6282484;256,1661483;316,2804059;325,9697714;1"
"156;253,769249;271,5476705;258,0403516;304,5339632;278,1794881;322,8646533;364,749761;353,986484;447,8103723;342,4398538;271,2504277;251,6304436;309,5826968;324,9424701;0"
"157;251,7465016;268,0055909;258,5273462;306,9843496;278,5380403;325,4265363;364,8513525;356,9038991;451,2435829;343,9635412;272,9354943;251,9373264;303,5175124;326,2732315;0"
"158;250,1526723;270,8953922;258,0259407;310,254273;281,1603908;329,3012199;367,3081824;361,8072617;463,4907197;346,1725041;278,6618416;247,8126043;316,865677;329,0757993;0"
"159;250,2580183;270,2278162;260,333464;312,348841;282,8490889;338,3076403;368,3831959;363,6720504;469,2319168;346,9884104;272,630632;253,4283795;309,8576736;330,5618637;0"
"160;254,2764198;277,3053855;266,2668499;319,695648;287,2958188;343,9205373;377,574918;374,1389405;493,0869152;352,3939279;280,9749562;257,3852004;312,8876002;339,0520171;0"
"161;257,0866274;287,6398284;271,367065;325,7211739;295,7348788;349,8084024;392,3435017;387,7317937;519,0743113;363,4328095;289,7742327;261,2657298;324,75121;349,4358555;0"
"162;264,6575292;287,9223288;275,7963558;332,4998525;300,1021883;360,5617255;404,0817823;399,5387336;547,0507657;371,5757284;293,4172831;266,4221267;333,3804657;359,1957834;0"
"163;270,359435;289,640323;279,0744109;338,3426637;306,152929;370,315999;420,0982192;423,2580985;590,4779345;381,0177161;297,7031197;267,3950041;335,9432246;368,6734824;0"
"164;265,2397977;292,5746907;282,220682;344,4981739;312,2092729;381,5954063;427,5017564;428,2098847;597,0066764;385,4425766;295,2800847;270,8340384;345,480673;374,6501971;0"
"165;268,7207832;291,7291667;281,5030354;345,1182567;315,6584246;384,328717;433,6981948;436,8761442;611,8951623;392,3140011;293,6353032;272,2994045;350,8974822;378,6091515;0"
